Family	Binomial	A
Ericaceae	Rhododendron_hookeri	0.000415476
Ericaceae	Rhododendron_lanatum	0.000314159
Ericaceae	Rhododendron_lepidotum	0.000194975
Ericaceae	Rhododendron_lindleyi	0.000254469
Ericaceae	Rhododendron_lowndesii	9.50332E-05
Ericaceae	Rhododendron_nivale	0.000176715
Ericaceae	Rhododendron_pumilum	0.000153938
Ericaceae	Rhododendron_setosum	0.000201847
Ericaceae	Rhododendron_thomsonii	0.000380133
Ericaceae	Rhododendron_triflorus	0.000415476
Ericaceae	Rhododendron_vaccinioides	0.000153938
Ericaceae	Rhododendron_wightii	0.000314159
Anacardiaceae	Rhus_coriaria	0.004185387
Anacardiaceae	Rhus_glabra	0.002551759
Anacardiaceae	Rhus_pentaphylla	0.003117245
Anacardiaceae	Rhus_taitensis	0.009852035
Anacardiaceae	Rhus_tripartita	0.003848451
Ericaceae	Richea_continentis	0.000201062
Ericaceae	Richea_dracophylla	0.000113097
Ericaceae	Richea_pandanifolia	0.000452389
Euphorbiaceae	Ricinodendron_heudelotii	0.059395736
Euphorbiaceae	Ricinus_communis	0.005674502
Papaveraceae	Romneya_coulteri	0.00107521
Droseraceae	Roridula_dentata	0.001320254
Droseraceae	Roridula_gorgonias	0.001194591
Rosaceae	Rosa_arabica	0.001134115
Rosaceae	Rosa_canina	0.000962113
Rosaceae	Rosa_cymosa	0.001452201
Rosaceae	Rosa_henryi	0.000804248
Rosaceae	Rosa_laevigata	0.000855299
Rosaceae	Rosa_macrophylla	0.001335177
Rosaceae	Rosa_multiflora	0.000855299
Rosaceae	Rosa_pulverulenta	0.001134115
Rosaceae	Rosa_roxburghii	0.000615752
Rosaceae	Rosa_sertata	0.000572555
Rosaceae	Rosa_xanthina	0.000283529
Proteaceae	Roupala_sp	0.011309734
Rubiaceae	Rubia_fruticosa	0.005674502
Rosaceae	Rubus_biflorus	0.001809557
Rosaceae	Rubus_chingii	0.002375829
Rosaceae	Rubus_corchorifolius	0.00107521
Rosaceae	Rubus_coreanus	0.001885741
Rosaceae	Rubus_fruticosus	0.001590431
Rosaceae	Rubus_idaeus	0.000706858
Rosaceae	Rubus_swinhoii	0.001017876
Rosaceae	Rubus_trianthus	0.001661903
Rutaceae	Ruta_chalepensis	0.001256637
Marcgraviaceae	Ruyschia_tremadena	0.03079075
Rubiaceae	Rytigynia_bagshawei	0.004417865
Rubiaceae	Rytigynia_umbellulata	0.000962113
Rubiaceae	Rytigynia_verruculosa	0.001194591
Humiriaceae	Sacoglottis_sp	0.024052819
Celastraceae	Salacia_sp	0.031415927
Salicaceae	Salix_acmophylla	0.002827433
Salicaceae	Salix_alaxensis	0.000430053
Salicaceae	Salix_alba	0.004185387
Salicaceae	Salix_brachycarpa	0.000291135
Salicaceae	Salix_lutea	0.000320474
Salicaceae	Salix_planifolia	0.000439781
Salicaceae	Salix_silicicola	0.000411871
Salicaceae	Salix_sp	0.006361725
Salicaceae	Salix_triandra	0.001017876
Salicaceae	Salix_turnorii	0.000444881
Amaranthaceae	Salsola_baryosma	0.000615752
Amaranthaceae	Salsola_tetrandra	0.000706858
Amaranthaceae	Salsola_vermiculata	0.000415476
Salvadoraceae	Salvadora_persica	0.004185387
Vochysiaceae	Salvertia_sp	0.043005262
Lamiaceae	Salvia_fruticosa	0.001452201
Caprifoliaceae	Sambucus_nigra	0.002248006
Caprifoliaceae	Sambucus_racemosa	0.003318307
Sapindaceae	Sapindus_rarak	0.006361725
Sapindaceae	Sapindus_saponaria	0.039760782
Euphorbiaceae	Sapium_sp	0.03630503
Annonaceae	Sapranthus_sp	0.00430084
Rosaceae	Sarcopoterium_spinosum	0.001304154
Bignoniaceae	Saritaea_magnifica	0.003117245
Malvaceae	Scaphium_macropodum	0.041547563
Araliaceae	Schefflera_actinophylla	0.004417865
Araliaceae	Schefflera_angustissima	0.005410608
Araliaceae	Schefflera_bailloni	0.001809557
Araliaceae	Schefflera_barteri	0.005281017
Araliaceae	Schefflera_calyptrata	0.003959192
Araliaceae	Schefflera_candelabrum	0.002922467
Araliaceae	Schefflera_chinensis	0.00453646
Araliaceae	Schefflera_crassipes	0.003318307
Araliaceae	Schefflera_delavayi	0.00090792
Araliaceae	Schefflera_digitata	0.001520531
Araliaceae	Schefflera_elegantissima	0.002601631
Araliaceae	Schefflera_elongatum	0.002463009
Araliaceae	Schefflera_emiliana	0.001256637
Araliaceae	Schefflera_euryphylla	0.003848451
Araliaceae	Schefflera_euthytricha	0.003117245
Araliaceae	Schefflera_fasciculifoliolata	0.000754768
Araliaceae	Schefflera_fragrans	0.003631681
Araliaceae	Schefflera_gabriellae	0.005165564
Araliaceae	Schefflera_globulifera	0.003848451
Araliaceae	Schefflera_glomerulata	0.003631681
Araliaceae	Schefflera_gordonii	0.002206183
Araliaceae	Schefflera_hemiepiphytica	0.002642079
Araliaceae	Schefflera_hypoleuca	0.001520531
Araliaceae	Schefflera_hypoleucoides	0.002206183
Araliaceae	Schefflera_impressa	0.00090792
Araliaceae	Schefflera_laxiuscula	0.000855299
Araliaceae	Schefflera_leucantha	0.002123717
Araliaceae	Schefflera_macrocarpum	0.00430084
Araliaceae	Schefflera_mildbraedii	0.010207035
Araliaceae	Schefflera_moratiana	0.002012583
Araliaceae	Schefflera_morototoni	0.005026548
Araliaceae	Schefflera_morototonii	0.013478218
Araliaceae	Schefflera_neocaledonica	0.002733971
Araliaceae	Schefflera_nono	0.005256277
Araliaceae	Schefflera_octophylla	0.003318307
Araliaceae	Schefflera_osyana	0.003631681
Araliaceae	Schefflera_pachyphylla	0.002042821
Araliaceae	Schefflera_pacoensis	0.00090792
Araliaceae	Schefflera_palmiformis	0.002922467
Araliaceae	Schefflera_pancheri	0.005026548
Araliaceae	Schefflera_pes-avis	0.002463009
Araliaceae	Schefflera_petelotii	0.001134115
Araliaceae	Schefflera_plerandroides	0.001809557
Araliaceae	Schefflera_polydactylis	0.001564906
Araliaceae	Schefflera_pseudo-candelabrum	0.003961548
Araliaceae	Schefflera_reginae	0.001452201
Araliaceae	Schefflera_stuhlmannii	0.01960668
Araliaceae	Schefflera_taomensis	0.002463009
Araliaceae	Schefflera_tomentosa	0.001734945
Araliaceae	Schefflera_tonkinensis	0.001134115
Araliaceae	Schefflera_toto	0.001963495
Araliaceae	Schefflera_trungii	0.002123717
Araliaceae	Schefflera_veillonorum	0.002642079
Araliaceae	Schefflera_veitchii	0.002042821
Araliaceae	Schefflera_vieillardi	0.003971759
Araliaceae	Schefflera_vietnamensis	0.001520531
Araliaceae	Schefflera_vitiensis	0.002642079
Araliaceae	Schefflera_volkensii	0.009503318
Araliaceae	Schefflera_yurumanguinis	0.00453646
Theaceae	Schima_argentea	0.001661903
Theaceae	Schima_bambusifolia	0.002375829
Theaceae	Schima_crenata	0.001963495
Theaceae	Schima_noronhae	0.002375829
Theaceae	Schima_superba	0.002375829
Theaceae	Schima_wallichii	0.005872946
Anacardiaceae	Schinopsis_quebracho-colorado	0.017671459
Scrophulariaceae	Schlegelia_parasitica	0.001256637
Ochnaceae	Schuurmansia_henningsii	0.008011847
Amaranthaceae	Seidlitzia_rosmarinus	0.000615752
Celastraceae	Semialarium_mexicanum	0.011309734
Solanaceae	Sessea_brasiliensis	0.004417865
Solanaceae	Sessea_corymbiflora	0.006939778
Brassicaceae	Setchellanthus_caeruleus	0.000962113
Dipterocarpaceae	Shorea_laevis	0.020106193
Dipterocarpaceae	Shorea_leprosula	0.047143525
Dipterocarpaceae	Shorea_ovata	0.033979466
Dipterocarpaceae	Shorea_robusta	0.014957123
Dipterocarpaceae	Shorea_sp	0.034493902
Rosaceae	Sibbaldia_procumbens	0.000314159
Sapotaceae	Sideroxylon_obtusifolium	0.002827433
Simaroubaceae	Simarouba_amara	0.031415927
Celastraceae	Simicratea_welwitschii	0.055154586
Celastraceae	Simirestis_tisserantii	0.017671459
Fabaceae	Sindora_sp	0.022629285
Styracaceae	Sinojackia_xylocarpa	0.001590431
Elaeocarpaceae	Sloanea_lasiocoma	0.001963495
Lythraceae	Sonneratia_alba	0.007088218
Lythraceae	Sonneratia_apetala	0.006939778
Lythraceae	Sonneratia_caseolaris	0.007088218
Lythraceae	Sonneratia_griffithii	0.006082123
Fabaceae	Sophora_microphylla	0.001385442
Fabaceae	Sophora_prostrata	0.000490874
Fabaceae	Sophora_tetraptera	0.001385442
Rosaceae	Sorbaria_arborea	0.004185387
Rosaceae	Sorbaria_kirilowi	0.001734945
Rosaceae	Sorbaria_sorbifolia	0.001590431
Rosaceae	Sorbaria_tomentosa	0.002463009
Rosaceae	Sorbus_alnifolia	0.001046936
Rosaceae	Sorbus_amabilis	0.000452389
Rosaceae	Sorbus_aria	0.000908706
Rosaceae	Sorbus_aucuparia	0.00178521
Rosaceae	Sorbus_caloneura	0.000855299
Rosaceae	Sorbus_chamaemespilus	0.000962113
Rosaceae	Sorbus_coronata	0.001256637
Rosaceae	Sorbus_cuspidata	0.001590431
Rosaceae	Sorbus_discolor	0.000707644
Rosaceae	Sorbus_domestica	0.001256637
Rosaceae	Sorbus_dunnii	0.001590431
Rosaceae	Sorbus_folgneri	0.001320254
Rosaceae	Sorbus_foliolosa	0.00090792
Rosaceae	Sorbus_hemsleyi	0.001017876
Rosaceae	Sorbus_koehneana	0.000706858
Rosaceae	Sorbus_kurzii	0.000615752
Rosaceae	Sorbus_microcarpa	0.000804248
Rosaceae	Sorbus_microphylla	0.000804248
Rosaceae	Sorbus_oligodonta	0.000530929
Rosaceae	Sorbus_pohuashanensis	0.000856084
Rosaceae	Sorbus_prattii	0.000927555
Rosaceae	Sorbus_pteridophylla	0.001134115
Rosaceae	Sorbus_reducta	0.000706858
Rosaceae	Sorbus_rhamnoides	0.001256637
Rosaceae	Sorbus_sargentiana	0.001590431
Rosaceae	Sorbus_tianschanica	0.000754768
Rosaceae	Sorbus_torminalis	0.001095238
Rosaceae	Sorbus_ursina	0.000615752
Rosaceae	Sorbus_vilmorinii	0.000804248
Rosaceae	Sorbus_wallichii	0.000855299
Rosaceae	Sorbus_wilsoniana	0.000855299
Marcgraviaceae	Souroubea_guianensis	0.040687552
Marcgraviaceae	Souroubea_sympetala	0.027332641
Fabaceae	Spartium_junceum	0.002642079
Bignoniaceae	Spathodea_campanulata	0.010815325
Bignoniaceae	Spathodea_serratula	0.008332289
Rosaceae	Spiraea_alpina	0.000415476
Rosaceae	Spiraea_blumei	0.000754768
Rosaceae	Spiraea_cantoniensis	0.000283529
Rosaceae	Spiraea_chamaedryfolia	0.000380133
Rosaceae	Spiraea_chinensis	0.001452201
Rosaceae	Spiraea_fortunei	0.000346361
Rosaceae	Spiraea_japonica	0.00060083
Rosaceae	Spiraea_prunifolia	0.000598866
Rosaceae	Spiraea_salicifolia	0.000491659
Rosaceae	Spiraea_thunbergii	0.000572555
Rosaceae	Spiraea_trilobata	0.000594154
Anacardiaceae	Spondias_mombin	0.022698007
Ericaceae	Sprengelia_incarnata	0.000113097
Ericaceae	Sprengelia_sprengelioides	0.000176715
Stachyuraceae	Stachyurus_himalaicus	0.002206183
Staphyleaceae	Staphylea_pinnata	0.001418625
Annonaceae	Stenanona_costaricensis	0.002922467
Annonaceae	Stenanona_panamensis	0.003974507
Rosaceae	Stephanandra_chinensis	0.001017876
Malvaceae	Sterculia_apetala	0.03079075
Bignoniaceae	Stereospermum_acuminatissimum	0.008659015
Bignoniaceae	Stereospermum_arcuatum	0.013273229
Bignoniaceae	Stereospermum_euphorioides	0.011309734
Bignoniaceae	Stereospermum_fimbriatum	0.010751315
Bignoniaceae	Stereospermum_neuranthum	0.015614501
Bignoniaceae	Stereospermum_personatum	0.011122023
Bignoniaceae	Stereospermum_zylocarpum	0.004185387
Moraceae	Streblus_asper	0.008659015
Moraceae	Streblus_banksii	0.00490167
Moraceae	Streblus_dimepate	0.014957123
Moraceae	Streblus_elongatus	0.010935884
Moraceae	Streblus_glaber	0.023656716
Moraceae	Streblus_indicus	0.009503318
Moraceae	Streblus_microphylla	0.004185387
Moraceae	Streblus_pendulinus	0.004185387
Moraceae	Streblus_sp	0.001256637
Moraceae	Streblus_taxoides	0.001256637
Moraceae	Streblus_urophyllus	0.006082123
Acanthaceae	Strobilanthes_spec	0.000706858
Apocynaceae	Strophanthus_gratus	0.0254469
Apocynaceae	Strophanthus_hispidus	0.017671459
Loganiaceae	Strychnos_castelnaei	0.011309734
Loganiaceae	Strychnos_cogens	0.016650441
Loganiaceae	Strychnos_diaboli	0.038013271
Loganiaceae	Strychnos_erichsonii	0.034636059
Loganiaceae	Strychnos_guianensis	0.022698007
Loganiaceae	Strychnos_jobertiana	0.022698007
Loganiaceae	Strychnos_mitscherlichii	0.019360065
Loganiaceae	Strychnos_nigricans	0.020106193
Loganiaceae	Strychnos_panurensis	0.003848451
Loganiaceae	Strychnos_parviflora	0.031415927
Loganiaceae	Strychnos_peckii	0.031415927
Loganiaceae	Strychnos_pedunculata	0.013273229
Loganiaceae	Strychnos_poeppigii	0.005026548
Loganiaceae	Strychnos_rondeletioides	0.034636059
Loganiaceae	Strychnos_tarapotensis	0.002827433
Loganiaceae	Strychnos_toxifera	0.020106193
Loganiaceae	Strychnos_trichostyla	0.022698007
Loganiaceae	Strychnos_triplinervia	0.011309734
Theaceae	Stuartia_cordifolia	0.001963495
Theaceae	Stuartia_kwangtungensis	0.001963495
Theaceae	Stuartia_naiyuangensis	0.001590431
Theaceae	Stuartia_rubiginosa	0.003318307
Theaceae	Stuartia_sinensis	0.00329396
Theaceae	Stuartia_yunnanensis	0.001256637
Ericaceae	Styphelia_laeta	0.001320254
Styracaceae	Styrax_americanus	0.001963495
Styracaceae	Styrax_argenteus	0.005951747
Styracaceae	Styrax_benzoin	0.005281017
Styracaceae	Styrax_camporum	0.002903224
Styracaceae	Styrax_fanshawei	0.007853982
Styracaceae	Styrax_formosanus	0.003959192
Styracaceae	Styrax_glabratus	0.005410608
Styracaceae	Styrax_grandifolius	0.00453646
Styracaceae	Styrax_guyanensis	0.004185387
Styracaceae	Styrax_hypargyreus	0.007697687
Styracaceae	Styrax_hypochryseus	0.009160884
Styracaceae	Styrax_japonica	0.001963495
Styracaceae	Styrax_japonicus	0.001858645
Styracaceae	Styrax_leprosum	0.00453646
Styracaceae	Styrax_longifolius	0.005674502
Styracaceae	Styrax_obassia	0.001922655
Styracaceae	Styrax_odoratissimum	0.003959192
Styracaceae	Styrax_officinalis	0.002558827
Styracaceae	Styrax_pallidus	0.005541769
Styracaceae	Styrax_paralleloneurus	0.007542964
Styracaceae	Styrax_philadelphoides	0.003117245
Styracaceae	Styrax_platanifolius	0.001452201
Styracaceae	Styrax_polyanthus	0.003019071
Styracaceae	Styrax_polyneurus	0.004656626
Styracaceae	Styrax_polyspermum	0.006221139
Styracaceae	Styrax_serrulatus	0.003525652
Styracaceae	Styrax_suberifolius	0.003848451
Styracaceae	Styrax_tarapotensis	0.006082123
Styracaceae	Styrax_texanus	0.001452201
Styracaceae	Styrax_vidalianus	0.009676891
Amaranthaceae	Suaeda_asphaltica	0.000855299
Amaranthaceae	Suaeda_fruticosa	0.002206183
Amaranthaceae	Suaeda_monoica	0.001134115
Amaranthaceae	Suaeda_palaestina	0.000490874
Fabaceae	Swartzia_acutifolia	0.004185387
Fabaceae	Swartzia_apetala	0.007238229
Fabaceae	Swartzia_aptera	0.005152997
Fabaceae	Swartzia_arborescens	0.003959192
Fabaceae	Swartzia_argentea	0.010751315
Fabaceae	Swartzia_benthamiana	0.020358306
Fabaceae	Swartzia_brachyrhachis	0.009743453
Fabaceae	Swartzia_cardiosperma	0.006082123
Fabaceae	Swartzia_conferta	0.004185387
Fabaceae	Swartzia_corrugata	0.018385386
Fabaceae	Swartzia_cuspidata	0.005541769
Fabaceae	Swartzia_dipetala	0.008992024
Fabaceae	Swartzia_euxylophora	0.016741547
Fabaceae	Swartzia_fasciata	0.014313882
Fabaceae	Swartzia_fistuloides	0.016512996
Fabaceae	Swartzia_flaemingii	0.007178932
Fabaceae	Swartzia_grandifolia	0.006361725
Fabaceae	Swartzia_ingaefolia	0.020106193
Fabaceae	Swartzia_krukovii	0.008494867
Fabaceae	Swartzia_laevicarpa	0.009160884
Fabaceae	Swartzia_lamellata	0.019855651
Fabaceae	Swartzia_langsdorfii	0.012076282
Fabaceae	Swartzia_latifolia	0.009160884
Fabaceae	Swartzia_laurifolia	0.007389811
Fabaceae	Swartzia_laxiflora	0.01911345
Fabaceae	Swartzia_leptopetala	0.013892908
Fabaceae	Swartzia_lucida	0.005944679
Fabaceae	Swartzia_multijuga	0.002733971
Fabaceae	Swartzia_myrtifolia	0.004432525
Fabaceae	Swartzia_oblanceolata	0.009160884
Fabaceae	Swartzia_panacoco	0.025026189
Fabaceae	Swartzia_pendula	0.002642079
Fabaceae	Swartzia_polyphylla	0.020611989
Fabaceae	Swartzia_racemosa	0.005541769
Fabaceae	Swartzia_recurva	0.012076282
Fabaceae	Swartzia_reticulata	0.010386891
Fabaceae	Swartzia_schomburgkii	0.01960668
Fabaceae	Swartzia_sericea	0.010207035
Fabaceae	Swartzia_simplex	0.003774624
Fabaceae	Swartzia_tessmannii	0.014741138
Fabaceae	Swartzia_tomentifera	0.022965828
Fabaceae	Swartzia_ulei	0.017671459
Meliaceae	Swietenia_macrophylla	0.020106193
Anacardiaceae	Swintonia_sp	0.045238934
Clusiaceae	Symphonia_globulifera	0.035632729
Symplocaceae	Symplocos_anomala	0.002042821
Symplocaceae	Symplocos_arborea	0.004417865
Symplocaceae	Symplocos_atjehensis	0.002827433
Symplocaceae	Symplocos_celastrifolia	0.006503882
Symplocaceae	Symplocos_celastrinea	0.001256637
Symplocaceae	Symplocos_cerasifolia	0.005541769
Symplocaceae	Symplocos_chiriquensis	0.003525652
Symplocaceae	Symplocos_cochinchinensis	0.002922467
Symplocaceae	Symplocos_deflexa	0.002375829
Symplocaceae	Symplocos_fasciculata	0.009676891
Symplocaceae	Symplocos_glomerata	0.001134115
Symplocaceae	Symplocos_guianensis	0.004071504
Symplocaceae	Symplocos_henschelii	0.002206183
Symplocaceae	Symplocos_laeteviridis	0.005410608
Symplocaceae	Symplocos_lanceolata	0.001017876
Symplocaceae	Symplocos_lucida	0.001662688
Symplocaceae	Symplocos_martinicensis	0.007389811
Symplocaceae	Symplocos_odoratissima	0.010751315
Symplocaceae	Symplocos_ophirensis	0.003216991
Symplocaceae	Symplocos_paniculata	0.002284723
Symplocaceae	Symplocos_pendula	0.008824734
Symplocaceae	Symplocos_pilosiuscula	0.008332289
Symplocaceae	Symplocos_polyandra	0.003739281
Symplocaceae	Symplocos_pyrifolia	0.002642079
Symplocaceae	Symplocos_racemosa	0.007088218
Symplocaceae	Symplocos_ramosissima	0.002642079
Symplocaceae	Symplocos_reflexa	0.005410608
Symplocaceae	Symplocos_revoluta	0.003117245
Symplocaceae	Symplocos_rubiginosa	0.004417865
Symplocaceae	Symplocos_sumuntia	0.002287472
Symplocaceae	Symplocos_tenuifolia	0.001963495
Symplocaceae	Symplocos_tinctoria	0.001590431
Symplocaceae	Symplocos_verrucosa	0.004185387
Symplocaceae	Symplocos_zizyphoides	0.002642079
Oleaceae	Syringa_microphylla	0.000314159
Oleaceae	Syringa_oblata	0.000804248
Oleaceae	Syringa_reticulata	0.00107521
Oleaceae	Syringa_yunnanensis	0.001590431
Bignoniaceae	Tabebuia_capitata	0.008765436
Bignoniaceae	Tabebuia_caraiba	0.007542964
Bignoniaceae	Tabebuia_chrysantha	0.002281189
Bignoniaceae	Tabebuia_chrysea	0.001809557
Bignoniaceae	Tabebuia_donnell-smithii	0.009676891
Bignoniaceae	Tabebuia_impetiginosa	0.002733971
Bignoniaceae	Tabebuia_insignis	0.014333516
Bignoniaceae	Tabebuia_rosea	0.011150298
Bignoniaceae	Tabebuia_serratifolia	0.004964109
Bignoniaceae	Tabebuia_sp	0.007088218
Bignoniaceae	Tabebuia_stenocalyx	0.00453646
Fabaceae	Tachigali_sp	0.022698007
Fabaceae	Tamarindus_indica	0.010386891
Tamaricaceae	Tamarix_amplexicaulis	0.002827433
Tamaricaceae	Tamarix_aphylla	0.018385386
Tamaricaceae	Tamarix_nilotica	0.006361725
Tamaricaceae	Tamarix_parviflora	0.003117245
Tamaricaceae	Tamarix_smyrnensis	0.002596723
Tamaricaceae	Tamarix_tetragyna	0.005674502
Bignoniaceae	Tanaecium_jaroba	0.010207035
Rubiaceae	Tapiphyllum_cinerascens	0.001046543
Anacardiaceae	Tapirira_guianensis	0.014241887
Bignoniaceae	Tecoma_aurea	0.007389811
Bignoniaceae	Tecoma_castanifolia	0.003739281
Bignoniaceae	Tecoma_conspicua	0.008171282
Bignoniaceae	Tecoma_grandis	0.007542964
Bignoniaceae	Tecoma_leucoxylon	0.008659015
Bignoniaceae	Tecoma_spectabilis	0.004778362
Bignoniaceae	Tecoma_stans	0.002746537
Bignoniaceae	Tecoma_undulata	0.005026548
Bignoniaceae	Tecomanthe_venusta	0.009503318
Verbenaceae	Tectona_grandis	0.020106193
Ericaceae	Tepuia_venusta	7.85398E-05
Combretaceae	Terminalia_amazonia	0.014957123
Combretaceae	Terminalia_ivorensis	0.055154586
Combretaceae	Terminalia_superba	0.046691921
Theaceae	Ternstroemia_gymnanthera	0.001630879
Theaceae	Ternstroemia_macrophylla	0.001256637
Theaceae	Ternstroemia_nitida	0.001590431
Fabaceae	Tetraberlinia_bifoliolata	0.031415927
Fabaceae	Tetraberlinia_sp	0.017671459
Tetrameristaceae	Tetramerista_glabra	0.023655407
Elaeocarpaceae	Tetratheca_harperi	0.000530929
Verbenaceae	Teucridium_parvifolium	0.000380133
Clusiaceae	Thornea_calcicola	0.001963495
Aristolochiaceae	Thottea_gabunensis	0.053092916
Aristolochiaceae	Thottea_grandiflora	0.002123717
Aristolochiaceae	Thottea_siliquosa	0.003151803
Thymelaeaceae	Thymelaea_hirsuta	0.000201062
Sapotaceae	Tieghemella_africana	0.013273229
Sapotaceae	Tieghemella_heckelii	0.013273229
Malvaceae	Tilia_sp	0.005026548
Torricelliaceae	Torricellia_angulata	0.010563605
Torricelliaceae	Torricellia_tiliifolia	0.001194591
Ulmaceae	Trema_angustifolia	0.013273229
Ulmaceae	Trema_cannabina	0.006361725
Ulmaceae	Trema_orientalis	0.014102609
Ulmaceae	Trema_politoria	0.013273229
Ulmaceae	Trema_tomentosa	0.014313882
Ulmaceae	Trema_virgata	0.008332289
Elaeocarpaceae	Tremandra_stelligera	0.000706858
Clusiaceae	Triadenum_virginicum	0.000962113
Acanthaceae	Trichanthera_gigantea	0.011309734
Loranthaceae	Trilepidea_adamsii	0.000804248
Malvaceae	Triplochiton_scleroxylon	0.049087385
Ericaceae	Trochocarpa_laurina	0.001259779
Moraceae	Trophis_aspera	0.007853982
Moraceae	Trophis_mexicana	0.016512996
Moraceae	Trophis_philippinensis	0.01911345
Moraceae	Trophis_scandens	0.020106193
Loranthaceae	Tupeia_antarctica	0.00066052
Meliaceae	Turraeanthus_africana	0.016060607
Ulmaceae	Ulmus_lanceifolia	0.01070105
Rubiaceae	Uncaria_guianensis	0.013478218
Rubiaceae	Uncaria_tomentosa	0.021642432
Pedaliaceae	Uncarina_leandrii	0.011309734
Dipterocarpaceae	Upuna_borneensis	0.028352874
Bignoniaceae	Urbanolophium_dusenianum	0.013684778
Rubiaceae	Vangueria_infausta	0.000936587
Rubiaceae	Vangueriopsis_longiflora	0.000804248
Rosaceae	Vauquelinia_californica	0.000804248
Caprifoliaceae	Viburnum_carlesii	0.001256637
Caprifoliaceae	Viburnum_dilatatum	0.002375829
Caprifoliaceae	Viburnum_erosum	0.001590431
Caprifoliaceae	Viburnum_furcatum	0.002206183
Caprifoliaceae	Viburnum_japonicum	0.001590431
Caprifoliaceae	Viburnum_odoratissimum	0.002375829
Caprifoliaceae	Viburnum_opulus	0.001963495
Caprifoliaceae	Viburnum_phlebotrichum	0.000804248
Caprifoliaceae	Viburnum_plicatum	0.002375829
Caprifoliaceae	Viburnum_sieboldii	0.002827433
Caprifoliaceae	Viburnum_tinus	0.001590431
Caprifoliaceae	Viburnum_wrightii	0.001452201
Myristicaceae	Virola_kukachkana	0.022698007
Myristicaceae	Virola_sp	0.012271846
Myristicaceae	Virola_surinamensis	0.022698007
Theaceae	Visnea_mocanera	0.000962113
Verbenaceae	Vitex_agnus-castus	0.004417865
Verbenaceae	Vitex_lucens	0.005410608
Verbenaceae	Vitex_sp	0.015393804
Vochysiaceae	Vochysia_sp	0.06494693
Fabaceae	Wallaceodendron_celebicum	0.044862728
Caprifoliaceae	Weigela_coraeensis	0.003117245
Caprifoliaceae	Weigela_decora	0.001963495
Caprifoliaceae	Weigela_floribunda	0.002206183
Caprifoliaceae	Weigela_hortensis	0.002827433
Caprifoliaceae	Weigela_maximowiczii	0.001256637
Caprifoliaceae	Weigela_middendorfiana	0.000962113
Cunoniaceae	Weinmannia_blumei	0.005541769
Cunoniaceae	Weinmannia_racemosa	0.001134115
Cunoniaceae	Weinmannia_sylvicola	0.001590431
Cunoniaceae	Weinmannia_trichosperma	0.001809557
Solanaceae	Withania_somnifera	0.004417865
Polygalaceae	Xanthophyllum_affine	0.020106193
Polygalaceae	Xanthophyllum_amoenum	0.057255526
Polygalaceae	Xanthophyllum_arnottianum	0.020106193
Polygalaceae	Xanthophyllum_eurynchum	0.0254469
Polygalaceae	Xanthophyllum_griffithii	0.031415927
Polygalaceae	Xanthophyllum_heteropleurum	0.051070516
Polygalaceae	Xanthophyllum_obscurum	0.047143525
Polygalaceae	Xanthophyllum_octandrum	0.0254469
Polygalaceae	Xanthophyllum_papuanum	0.070685835
Polygalaceae	Xanthophyllum_philippinense	0.045238934
Polygalaceae	Xanthophyllum_rufum	0.020106193
Polygalaceae	Xanthophyllum_suberosum	0.053092916
Polygalaceae	Xanthophyllum_virens	0.038013271
Polygalaceae	Xanthophyllum_vitellinum	0.022698007
Fabaceae	Xylia_dolabriformis	0.030171856
Rutaceae	Zanthoxylum_chiloperone	0.003216991
Rutaceae	Zanthoxylum_riedelianum	0.004417865
Ericaceae	Zenobia_pulverulenta	0.000490874
Brassicaceae	Zilla_spinosa	0.001452201
Rhamnaceae	Ziziphus_abyssinica	0.005026548
Rhamnaceae	Ziziphus_affinis	0.010386891
Rhamnaceae	Ziziphus_angolito	0.005674502
Rhamnaceae	Ziziphus_chloroxylon	0.003848451
Rhamnaceae	Ziziphus_cinnamomum	0.012271846
Rhamnaceae	Ziziphus_cyclocardia	0.008659015
Rhamnaceae	Ziziphus_divaricata	0.007088218
Rhamnaceae	Ziziphus_domingensis	0.014313882
Rhamnaceae	Ziziphus_glabrata	0.007088218
Rhamnaceae	Ziziphus_grewioides	0.012271846
Rhamnaceae	Ziziphus_guatemalensis	0.007853982
Rhamnaceae	Ziziphus_havanensis	0.002827433
Rhamnaceae	Ziziphus_inermis	0.005026548
Rhamnaceae	Ziziphus_jujuba	0.006361725
Rhamnaceae	Ziziphus_laurinus	0.003848451
Rhamnaceae	Ziziphus_lotus	0.007402378
Rhamnaceae	Ziziphus_mauritiana	0.012271846
Rhamnaceae	Ziziphus_melastomoides	0.001256637
Rhamnaceae	Ziziphus_mistol	0.000380133
Rhamnaceae	Ziziphus_mucronata	0.005026548
Rhamnaceae	Ziziphus_oenoplia	0.009503318
Rhamnaceae	Ziziphus_pubescens	0.009503318
Rhamnaceae	Ziziphus_reticulata	0.004417865
Rhamnaceae	Ziziphus_rhodoxylon	0.004417865
Rhamnaceae	Ziziphus_rotundifolia	0.015393804
Rhamnaceae	Ziziphus_rugosa	0.016512996
Rhamnaceae	Ziziphus_sonorensis	0.005026548
Rhamnaceae	Ziziphus_spina-christi	0.011388273
Rhamnaceae	Ziziphus_talanai	0.026880252
Rhamnaceae	Ziziphus_thyrsiflora	0.008659015
